,OCCUPATIONID,PREFERREDLABEL,ALTLABELS,OCCUPATIONGROUPLABEL,OCCUPATIONGROUPID,SECTOR,SECTORID,SUBSECTOR,SUBSECTORID
214,687671c0ebd2bf665349dd0d,road operations manager,"manager, passenger traffic
manager, transport company
passenger transport operations manager
road freight operations coordinator
road freight operations manager
road freight operations supervisor
road operations coordinator
road operations manager
road operations superintendent
road operations supervisor
road transport manager
road infrastructure manager
road traffic safety control center administration
road infrastructure regulatory officer
road infrastructure expansion officer",,,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Road freight service,50cd88cf-c4fa-4a46-9268-a94fd2f91d11
215,687671c0ebd2bf665349dd0e,road transport division manager,"road transportation division manager
manager of road transport division
director of road transport
road transportation operations manager
road operations director
road transportation operations director
road fleet manager
head of road transport
fleet director
road transport operations manager
road transport operations director
motor transport manager
road transport division manager
transport operations manager",,,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Road freight service,50cd88cf-c4fa-4a46-9268-a94fd2f91d11
216,687671c0ebd2bf665349dd0f,specialised goods distribution manager,"specialized goods distribution manager
specialised goods distribution manager",,,Business,4e291563-4d6b-4b3d-bac3-32cce11b0911,Wholesale business in specialized stores,58686252-4bc6-4994-be47-102cb270e9e5
217,687671c0ebd2bf665349dd10,agricultural machinery and equipment distribution manager,"trainee agricultural machinery and equipment distribution manager
agricultural machinery and equipment distribution planner
agricultural machinery and equipment logistics planner
senior agricultural machinery and equipment distribution manager
agricultural machinery and equipment logistics manager
agricultural machinery and equipment supply chain planner
assistant agricultural machinery and equipment distribution manager
agricultural machinery and equipment supply chain manager
agricultural machinery and equipment distribution manager
graduate agricultural machinery and equipment distribution manager
agricultural sales manager
agricultural operations manager
post-harvest processing machines and equipment supply expert",,,Business,4e291563-4d6b-4b3d-bac3-32cce11b0911,Wholesale of agricultural products for raw materials,640ee765-47f2-4a1a-9035-e365be555627
218,687671c0ebd2bf665349dd11,electrical household appliances distribution manager,"senior electrical household appliances distribution manager
electrical household appliances supply chain planner
electrical household appliances distribution manager
electrical household appliances logistics planner
assistant electrical household appliances distribution manager
electrical household appliances logistics manager
electrical household appliances supply chain manager
electrical household appliances distribution planner
trainee electrical household appliances distribution manager
graduate electrical household appliances distribution manager",,,Business,4e291563-4d6b-4b3d-bac3-32cce11b0911,Wholesale of electrical goods,42623dd3-984f-4e99-b0aa-f4d05e210be2
219,687671c0ebd2bf665349dd12,electronic and telecommunications equipment and parts distribution manager,"electronic and telecommunications equipment and parts logistics manager
electronic and telecommunications equipment and parts supply chain manager
electronic and telecommunications equipment and parts supply chain planner
electronic and telecommunications equipment and parts distribution manager
graduate electronic and telecommunications equipment and parts distribution manager
senior electronic and telecommunications equipment and parts distribution manager
trainee electronic and telecommunications equipment and parts distribution manager
assistant electronic and telecommunications equipment and parts distribution manager
electronic and telecommunications equipment and parts distribution planner
electronic and telecommunications equipment and parts logistics planner",,,Business,4e291563-4d6b-4b3d-bac3-32cce11b0911,"Wholesale of Telecommunication Equipment Computer, Computer Accessories, Accessories and Equipment",ec214139-5049-422d-92c2-dfb9eba45aa6
220,687671c0ebd2bf665349dd13,"fish, crustaceans and molluscs distribution manager","fish, crustaceans and molluscs supply chain planner
fish, crustaceans and molluscs logistics manager
graduate fish, crustaceans and molluscs distribution manager
trainee fish, crustaceans and molluscs distribution manager
senior fish, crustaceans and molluscs distribution manager
assistant fish, crustaceans and molluscs distribution manager
fish, crustaceans and mollusks distribution manager
fish, crustaceans and molluscs logistics planner
fish, crustaceans and molluscs supply chain manager
fish, crustaceans and molluscs distribution planner
fish, crustaceans and molluscs distribution manager",,,Business,4e291563-4d6b-4b3d-bac3-32cce11b0911,Wholesale of other agricultural products,1fdbe48a-73e6-4636-b85a-d6089de4b880
221,687671c0ebd2bf665349dd14,flowers and plants distribution manager,"flowers and plants supply chain manager
flowers and plants supply chain planner
trainee flowers and plants distribution manager
flowers and plants logistics planner
flowers and plants distribution manager
flowers and plants distribution planner
graduate flowers and plants distribution manager
assistant flowers and plants distribution manager
flowers and plants logistics manager
senior flowers and plants distribution manager",,,Business,4e291563-4d6b-4b3d-bac3-32cce11b0911,Wholesale of other agricultural products,1fdbe48a-73e6-4636-b85a-d6089de4b880
222,687671c0ebd2bf665349dd15,fruit and vegetables distribution manager,"senior fruit and vegetables distribution manager
assistant fruit and vegetables distribution manager
fruit and vegetables distribution manager
fruit and vegetables supply chain manager
fruit and vegetables distribution planner
fruit and vegetables logistics planner
fruit and vegetables supply chain planner
graduate fruit and vegetables distribution manager
trainee fruit and vegetables distribution manager
fruit and vegetables logistics manager",,,Business,4e291563-4d6b-4b3d-bac3-32cce11b0911,Wholesale of other agricultural products,1fdbe48a-73e6-4636-b85a-d6089de4b880
223,687671c0ebd2bf665349dd16,"furniture, carpets and lighting equipment distribution manager","furniture, carpets and lighting equipment distribution planner
assistant furniture, carpets and lighting equipment distribution manager
senior furniture, carpets and lighting equipment distribution manager
furniture, carpets and lighting equipment logistics manager
graduate furniture, carpets and lighting equipment distribution manager
furniture, carpets and lighting equipment logistics planner
furniture, carpets and lighting equipment supply chain planner
furniture, carpets and lighting equipment distribution manager
furniture, carpets and lighting equipment supply chain manager
trainee furniture, carpets and lighting equipment distribution manager",,,Business,4e291563-4d6b-4b3d-bac3-32cce11b0911,"Wholesale of home and office furniture, decorations and other home appliances",6a837030-158c-4242-a1e5-47cc5cf8f88c
